,Date,Protein,Vegetables,Carbs,Fruits,Drinks
0,2023-01-01,15.618101782710436,12.31993941811405,6.560186404424365,9.986584841970366,24.50714306409916
1,2023-01-15,96.21085582883606,48.21262062071905,64.36816765016015,60.78867798002224,143.82502592247826
2,2023-01-29,100.4877757940021,63.604994817051406,69.55407779124475,63.829017678544645,121.1485820243751
3,2023-02-12,102.6859867999968,64.52579916296888,83.32476334503208,56.007985044379126,137.86590781582586
4,2023-02-26,109.48299064893598,67.27569910515253,69.31096397964542,51.154494130402966,148.3384511936223
5,2023-03-12,95.43962835069746,95.94494307637557,82.88776830264842,78.2575697246793,50.537470677934145
6,2023-03-26,90.50683137188732,87.21690539423386,77.04535292554857,65.82613002899896,43.55040549311816
7,2023-04-09,89.95257151496997,82.97061163154534,78.61179431666943,75.99996709780822,72.2031405487058
8,2023-04-23,100.30191069633722,87.50749623126744,64.15146679053773,66.63032753999666,66.68411501315904
9,2023-05-07,107.47261471649193,105.93511221354167,88.84784677050511,61.01037435210713,49.236038878187635
10,2023-05-21,104.68883461352729,92.83268780453577,91.5940879713956,69.00125905710301,46.83577705008882
11,2023-06-04,87.50271652236287,102.09287875761032,61.07217415955432,81.30088079640764,65.62498683559878
12,2023-06-18,85.81442684500007,111.40312881805616,53.21239275606321,99.77521948614307,45.757529182597835
13,2023-07-02,75.78751550493965,93.12609880881313,54.13602611151475,95.0697248757108,40.49910728332955
14,2023-07-16,75.18551203130649,91.65366843054733,59.5736665299514,104.26748688482319,48.04404864726726
15,2023-07-30,64.06965767341984,92.10419917528353,50.42842085863663,104.90769361503581,49.77412976954889
16,2023-08-13,58.705199384846104,107.61474041178143,51.480552116849815,94.28033272703863,48.999867325864955
17,2023-08-27,56.79238973663176,92.62589165531034,55.38338938405686,112.56361958971142,43.06647774798855
18,2023-09-10,114.25346179095372,97.39086630390048,68.06568116651093,134.5443487117352,28.98893737673896
19,2023-09-24,130.78061226387985,97.51025802586257,89.25071550264957,163.7399040838292,37.042495838502816
20,2023-10-08,109.5171440791623,107.89764667990121,77.34061921823547,158.39317535401648,65.75731272641606
21,2023-10-22,115.84220632016739,102.11073608320649,95.64688403237207,133.28064382383573,39.43913462790359
22,2023-11-05,115.8958236872595,95.59357737848013,71.22572514635593,135.0768710744095,41.65397375973346
23,2023-11-19,92.51546294013016,108.79882112707189,77.87067853123004,150.35179013667485,27.34911106653995
24,2023-12-03,98.50430627743097,91.41683871624801,79.74013786388964,121.91534967185626,61.40844313737931
25,2023-12-17,116.00613682571063,59.41314590868221,72.86867316510295,58.97106817984768,120.55462401881367
26,2023-12-31,123.10367927408434,66.2214267418615,59.79857507617909,68.62289784538493,109.05315924903837
